"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"9","Niklas Kronwall","DET","D","79","1576.45","3","24","12","12","27","36.00","71","4.23","3.02","124","86","24","3","1","8","40","20","20","0","0","6","59","12","84","61","96","0","0","-"
"13","Jason Spezza","DAL","C","76","1008.5333333333","8","19","11","8","27","51.92","121","6.61","10.31","215","164","101","48","7","9","29","13","12","1","0","7","53","26","16","39","30","470","337","58.24"
"24","Alexander Steen","STL","L","65","1029.6833333333","10","17","9","8","27","58.70","114","8.77","9.32","186","146","109","47","5","10","14","7","7","0","0","18","16","34","55","73","50","11","18","37.93"
"49","Brad Richardson","ARI","C","66","1053.4166666667","19","8","7","1","27","62.79","128","14.84","12.61","215","166","114","55","10","14","22","11","11","0","0","4","21","27","63","86","55","577","474","54.90"
"67","Alex Goligoski","ARI","D","76","1581.8833333333","3","24","12","12","27","38.57","102","2.94","4.22","231","144","45","7","10","10","16","8","8","0","0","9","59","19","79","105","154","1","0","100.00"
"188","Colin Wilson","COL","C","65","881.56666666667","12","15","4","11","27","58.70","104","11.54","10.32","171","140","111","53","3","5","8","4","4","0","0","14","10","16","55","64","31","20","32","38.46"
"380","Nick Cousins","ARI","C","81","1097.1166666667","7","20","12","8","27","58.70","144","4.86","12.76","234","179","125","59","9","20","35","16","15","1","0","24","22","39","115","156","51","243","277","46.73"
"452","Tanner Pearson","L.A, PIT, VAN","L","80","1124.0833333333","18","9","7","2","27","69.23","147","12.24","13.36","248","191","133","67","14","14","25","11","10","1","0","15","23","21","128","107","41","5","12","29.41"
"456","Mike Matheson","FLA","D","75","1673.85","8","19","10","9","27","36.49","129","6.20","5.16","235","161","72","21","8","6","44","17","16","0","1","9","135","64","63","106","132","0","1","0.00"
"615","Sam Bennett","CGY","C","71","943.58333333333","13","14","11","3","27","60.00","115","11.30","14.25","206","163","147","82","5","13","93","31","24","5","2","27","38","25","121","82","27","50","40","55.56"
"619","William Nylander","TOR","R","54","837.85","7","20","10","10","27","62.79","130","5.38","12","246","190","160","58","8","12","16","7","7","0","0","13","25","28","16","60","14","203","165","55.16"
"637","Nikolay Goldobin","VAN","R","63","944.35","7","20","10","10","27","57.45","105","6.67","9.59","183","159","113","36","7","6","18","9","9","0","0","13","33","20","15","36","21","0","0","-"
"803","Samuel Girard","COL","D","82","1631.1833333333","4","23","13","10","27","31.76","116","3.45","5.26","279","153","71","7","3","20","6","3","3","0","0","19","44","25","65","113","90","1","0","100.00"
"63","Mike Green","DET","D","43","932.3","5","21","7","14","26","55.32","92","5.43","4.4","174","133","56","9","2","11","28","14","14","0","0","2","49","16","60","70","56","0","0","-"
"112","Leo Komarov","NYI","C, R","82","1139.1","6","20","11","9","26","55.32","78","7.69","8.51","142","117","81","45","9","4","42","21","21","0","0","14","26","28","203","68","38","84","100","45.65"
"215","Matt Calvert","COL","L","82","1163.7333333333","11","15","11","4","26","61.90","141","7.80","12.5","212","168","137","66","10","16","58","20","14","6","0","18","20","43","115","111","51","41","53","43.62"
"248","Zack Kassian","EDM","R","79","1169.35","15","11","7","4","26","48.15","111","13.51","12.29","170","138","118","65","4","15","102","29","21","4","4","13","48","35","191","70","15","0","6","0.00"
"250","Nick Leddy","NYI","D","82","1767.1","4","22","15","7","26","30.23","116","3.45","6.81","260","170","69","13","3","20","18","9","9","0","0","10","63","18","77","82","89","0","0","-"
"294","Calle Jarnkrok","NSH","C","79","1219","10","16","7","9","26","50.00","106","9.43","10","196","145","111","50","10","8","12","6","6","0","0","13","21","25","56","79","22","166","165","50.15"
"315","Nick Bjugstad","FLA, PIT","C","64","967.61666666667","14","12","2","10","26","60.47","154","9.09","15.21","233","195","144","68","5","20","30","15","15","0","0","15","39","37","126","85","27","262","268","49.43"
"459","Cody Ceci","OTT","D","74","1669.5166666667","7","19","14","5","26","37.68","132","5.30","5.44","283","186","76","16","6","23","18","8","8","0","0","2","59","20","120","129","142","0","0","-"
"488","Brock McGinn","CAR","L","82","1173.3833333333","10","16","7","9","26","55.32","123","8.13","15.91","252","187","147","74","14","12","20","10","10","0","0","21","30","54","137","88","38","26","35","42.62"
"552","Ryan Hartman","NSH, PHI","R","83","1088.7833333333","12","14","6","8","26","52.00","145","8.28","13.16","245","190","144","64","11","14","74","29","26","2","1","29","38","35","107","99","39","4","12","25.00"
"643","Ivan Barbashev","STL","C","80","921.13333333333","14","12","8","4","26","86.67","60","23.33","8.87","109","84","82","44","2","9","17","7","6","1","0","18","14","36","86","63","31","201","240","45.58"
"726","Mathieu Joseph","T.B","R","70","795.1","13","13","10","3","26","65.00","95","13.68","7.5","162","126","106","40","9","12","26","13","13","0","0","15","24","28","129","118","14","10","24","29.41"
"736","Ivan Provorov","PHI","D","82","2058.0833333333","7","19","5","14","26","28.89","145","4.83","8.25","294","190","100","28","8","15","32","12","11","0","1","10","92","16","123","138","149","0","1","0.00"
"796","Tyson Jost","COL","C","70","910.41666666667","11","15","7","8","26","60.47","114","9.65","10.48","198","148","126","52","5","9","14","7","7","0","0","15","8","29","48","139","35","55","91","37.67"
"862","Neal Pionk","NYR","D","73","1545.1","6","20","12","8","26","38.24","132","4.55","5.35","245","185","46","12","5","13","35","13","10","3","0","14","60","38","138","131","98","0","1","0.00"
"86","Matt Niskanen","WSH","D","80","1754.5166666667","8","17","8","9","25","39.06","143","5.59","4.91","256","185","51","8","6","18","41","19","18","1","0","15","73","40","167","152","137","0","0","-"
"88","Marc-Edouard Vlasic","S.J","D","72","1515.0666666667","3","22","13","9","25","34.72","100","3.00","5.35","236","152","75","13","6","19","10","5","5","0","0","6","51","24","23","79","114","0","0","-"
"103","Andy Greene","N.J","D","82","1708.3666666667","5","20","12","8","25","37.31","104","4.81","5.23","207","154","52","14","6","9","16","8","8","0","0","6","45","40","67","77","208","0","0","-"
"109","Erik Johnson","COL","D","80","1745.1666666667","7","18","6","12","25","31.65","144","4.86","6.34","283","190","81","13","4","16","38","12","9","2","1","11","41","31","124","102","143","0","0","-"
"448","Pontus Aberg","ANA, MIN","L","59","860.96666666667","12","13","7","6","25","60.98","101","11.88","9.7","211","150","101","34","3","13","20","10","10","0","0","12","36","15","45","45","11","2","17","10.53"
"451","Brady Skjei","NYR","D","78","1656.2666666667","8","17","9","8","25","36.23","126","6.35","5.87","229","169","67","19","9","12","44","22","22","0","0","13","69","32","178","119","119","1","0","100.00"
"481","Jordan Martinook","CAR","L","82","1187.8333333333","15","10","7","3","25","51.02","146","10.27","20.27","271","218","171","95","10","23","38","19","19","0","0","21","30","53","199","140","46","150","191","43.99"
"538","Mattias Janmark","DAL","C","81","1232.5333333333","6","19","13","6","25","80.65","105","5.71","10.69","176","141","111","58","5","14","24","12","12","0","0","16","36","30","28","87","44","10","16","38.46"
"545","Andrew Copp","WPG","C","69","839.06666666667","11","14","7","7","25","64.10","82","13.41","9.85","139","110","91","56","4","12","6","3","3","0","0","7","27","22","71","72","34","198","160","55.31"
"548","Andre Burakovsky","WSH","L","76","845.53333333333","12","13","8","5","25","69.44","100","12.00","8.4","178","133","112","34","2","12","14","7","7","0","0","8","29","28","35","101","29","7","13","35.00"
"585","Alexander Wennberg","CBJ","C","75","1130.8","2","23","13","10","25","49.02","64","3.13","6.57","111","90","70","34","5","7","12","6","6","0","0","3","29","34","34","56","32","342","364","48.44"
"617","Jake Virtanen","VAN","R","70","1037.3333333333","15","10","8","2","25","62.50","154","9.74","16.19","290","222","141","53","14","16","44","21","21","0","0","12","22","46","154","82","37","5","10","33.33"
"631","Nick Schmaltz","ARI, CHI","C","40","713.23333333333","7","18","9","9","25","60.98","62","11.29","6.44","122","81","77","24","6","13","8","4","4","0","0","12","25","35","5","42","12","104","177","37.01"
"644","Marcus Pettersson","ANA, PIT","D","84","1401.2833333333","2","23","12","11","25","38.46","87","2.30","3.88","221","146","47","8","2","12","66","23","18","4","1","14","43","24","101","221","108","1","0","100.00"
"650","Ryan Donato","BOS, MIN","C","56","767.13333333333","10","15","6","9","25","60.98","139","7.19","12.19","252","194","121","49","10","16","6","2","2","0","0","14","22","30","24","90","21","11","17","39.29"
"691","Pavel Zacha","N.J","C","61","980.85","13","12","5","7","25","53.19","99","13.13","10.48","171","143","113","48","10","6","15","6","5","1","0","6","31","28","68","52","24","348","364","48.88"
"727","Lawson Crouse","ARI","L","81","1048.75","11","14","11","3","25","65.79","131","8.40","12.71","215","184","116","56","9","14","67","21","16","3","2","24","23","25","288","72","44","24","34","41.38"
"822","Michal Kempny","WSH","D","71","1362.2666666667","6","19","7","12","25","32.05","111","5.41","3.7","232","158","45","6","2","6","60","30","30","0","0","15","47","21","84","107","135","0","0","-"
"840","Casey Mittelstadt","BUF","C","77","1035.7833333333","12","13","6","7","25","53.19","118","10.17","10.98","196","157","129","47","2","15","10","5","5","0","0","17","39","31","30","49","16","213","323","39.74"
"41","Brian Boyle","N.J, NSH","C","73","980.8","18","6","4","2","24","44.44","123","14.63","13.11","196","162","129","68","8","10","38","15","13","2","0","15","17","22","145","55","50","170","163","51.05"
"268","David Savard","CBJ","D","82","1618.9833333333","8","16","7","9","24","31.58","124","6.45","6.7","234","173","62","18","2","15","36","18","18","0","0","9","38","17","122","108","123","0","0","-"
"343","Kenny Agostino","MTL, N.J","L","63","813.76666666667","6","18","9","9","24","66.67","79","7.59","7.16","144","120","75","32","3","8","34","10","7","2","1","7","30","25","143","74","14","15","27","35.71"
"385","Josh Leivo","TOR, VAN","L","76","1066.2833333333","14","10","8","2","24","43.64","151","9.27","14.63","276","214","160","70","8","18","32","9","6","2","1","10","32","37","44","68","23","15","26","36.59"
"543","Miles Wood","N.J","L","63","862.73333333333","10","14","10","4","24","61.54","159","6.29","13.36","253","213","115","65","8","8","91","28","22","3","3","20","33","19","97","114","27","0","2","0.00"
"697","Jordan Greenway","MIN","L","81","1103.9166666667","12","12","7","5","24","66.67","109","11.01","12.15","206","157","123","59","5","19","29","13","12","1","0","17","20","34","57","108","40","31","50","38.27"
"718","Jack Roslovic","WPG","C","77","750.23333333333","9","15","11","4","24","68.57","74","12.16","6.2","125","93","72","30","7","10","4","2","2","0","0","10","18","25","32","52","21","91","118","43.54"
"6","Ron Hainsey","TOR","D","81","1640.7333333333","5","18","6","12","23","24.73","81","6.17","2.76","176","122","38","2","6","7","21","9","8","1","0","3","74","31","91","76","144","1","0","100.00"
"31","Braydon Coburn","T.B","D","74","1192.15","4","19","7","12","23","44.23","113","3.54","4.36","225","160","49","9","4","11","34","17","17","0","0","6","22","17","96","101","62","0","0","-"
"117","Cal Clutterbuck","NYI","R","73","1020","8","15","9","6","23","63.89","95","8.42","13.64","187","146","129","70","3","9","44","14","12","0","2","13","28","20","209","102","40","15","19","44.12"
"122","Derick Brassard","COL, FLA, PIT","C","70","1049.6666666667","14","9","4","5","23","52.27","110","12.73","10.04","190","141","102","48","8","9","39","14","12","1","1","6","28","35","102","73","15","283","305","48.13"
"156","Kyle Turris","NSH","C","55","863.06666666667","7","16","13","3","23","65.71","78","8.97","6.4","146","114","74","25","1","10","33","15","14","1","0","6","26","19","24","54","15","281","272","50.81"
"260","Brian Dumoulin","PIT","D","76","1597.9166666667","3","20","3","17","23","25.84","99","3.03","4.1","226","156","46","7","6","14","20","10","10","0","0","10","51","39","141","179","129","0","0","-"
"318","Cam Fowler","ANA","D","59","1378.7","5","18","8","10","23","39.66","88","5.68","4.44","207","119","64","11","6","13","20","10","10","0","0","4","43","24","32","62","91","0","0","-"
"379","Adam Lowry","WPG","C","78","1141.7833333333","12","11","5","6","23","60.53","105","11.43","12.14","178","146","110","67","6","14","33","12","9","3","0","19","23","42","223","106","49","643","473","57.62"
"401","Matt Nieto","COL","L","64","881.31666666667","4","19","13","6","23","60.53","86","4.65","8.22","140","117","88","38","3","11","8","4","4","0","0","6","11","19","50","73","26","9","8","52.94"
"421","Joel Armia","MTL","R","57","900.23333333333","13","10","7","3","23","58.97","134","9.70","12.31","223","169","115","54","12","17","14","7","7","0","0","12","32","46","113","57","21","5","24","17.24"
"441","Luke Glendening","DET","C","78","1231.5666666667","10","13","9","4","23","48.94","102","9.80","11.65","169","146","116","60","2","10","15","6","5","1","0","4","25","23","198","100","102","658","524","55.67"
"470","Brendan Leipsic","L.A, VAN","L","62","854.6","7","16","11","5","23","63.89","92","7.61","7.94","158","127","78","34","4","12","24","11","11","0","0","17","21","22","56","57","28","7","6","53.85"
"723","Daniel Sprong","ANA, PIT","R","63","753.11666666667","14","9","6","3","23","76.67","125","11.20","9.9","227","177","92","27","6","11","10","5","5","0","0","8","32","18","35","52","14","4","10","28.57"
"791","Brett Howden","NYR","C","66","985.95","6","17","12","5","23","57.50","74","8.11","9.81","126","111","98","66","8","7","14","7","7","0","0","8","37","28","64","69","47","353","376","48.42"
"815","Filip Hronek","DET","D","46","918.2","5","18","8","10","23","56.10","73","6.85","3.85","164","108","41","5","5","3","30","11","10","0","1","9","47","10","66","80","32","0","0","-"
"817","Troy Stecher","VAN","D","78","1553.5166666667","2","21","11","10","23","37.70","105","1.90","3.91","250","153","63","7","7","20","32","16","16","0","0","26","32","42","91","167","96","0","0","-"
"820","Drake Caggiula","CHI, EDM","C, L","55","793.56666666667","12","11","6","5","23","58.97","96","12.50","10.05","148","120","96","54","6","7","28","10","8","2","0","17","22","18","135","67","26","16","27","37.21"
"856","Filip Chytil","NYR","C","75","1033.95","11","12","8","4","23","60.53","133","8.27","15.1","243","189","151","82","14","12","8","4","4","0","0","13","46","25","29","99","21","68","107","38.86"
"226","Jordie Benn","MTL","D","81","1473.7","5","17","6","11","22","30.99","93","5.38","3.77","198","132","20","2","6","11","39","16","15","1","0","8","71","19","124","129","128","0","0","-"
"283","Nic Dowd","WSH","C","64","658.73333333333","8","14","10","4","22","81.48","47","17.02","5.58","89","72","56","33","5","2","20","9","9","0","0","6","22","29","97","97","37","245","227","51.91"
"287","Brenden Dillon","S.J","D","82","1454.9333333333","1","21","11","10","22","30.56","71","1.41","2.75","181","113","28","3","3","11","61","25","23","1","1","8","38","16","202","113","78","0","0","-"
"368","Josh Archibald","ARI","R","68","922.41666666667","12","10","6","4","22","64.71","92","13.04","10.53","164","127","103","48","18","12","15","6","5","1","0","15","8","18","161","114","39","12","25","32.43"
"370","Dylan DeMelo","OTT","D","77","1484.8833333333","4","18","10","8","22","26.19","109","3.67","3.83","215","152","40","5","2","16","32","16","16","0","0","14","55","16","121","140","130","0","0","-"
"399","Markus Granlund","VAN","C","77","1158.25","12","10","6","4","22","56.41","123","9.76","12.62","198","161","111","54","11","5","20","9","9","0","0","10","9","32","46","49","24","149","199","42.82"
"447","Matt Dumba","MIN","D","32","748.03333333333","12","10","5","5","22","48.89","93","12.90","5.7","200","130","61","15","3","11","21","9","8","1","0","8","17","10","60","31","43","0","0","-"
"551","Jason Dickinson","DAL","C","67","896.01666666667","6","16","9","7","22","70.97","94","6.38","9.04","153","125","99","47","7","6","23","10","9","1","0","18","26","30","106","89","50","201","268","42.86"
"714","Roope Hintz","DAL","L","58","815.26666666667","9","13","8","5","22","70.97","99","9.09","10.45","165","129","115","60","7","11","24","12","12","0","0","13","23","33","87","66","36","217","183","54.25"
"73","Troy Brouwer","FLA","R","75","951.66666666667","12","9","8","1","21","65.63","86","13.95","7.79","136","112","69","34","5","4","47","15","11","3","1","17","44","23","177","80","38","19","32","37.25"
"235","Kyle Clifford","L.A","L","72","755.06666666667","11","10","6","4","21","72.41","115","9.57","12.55","195","164","103","60","5","17","96","26","17","6","3","16","16","11","115","91","24","3","5","37.50"
"305","Jordan Weal","ARI, MTL, PHI","C","63","848.11666666667","8","13","8","5","21","61.76","75","10.67","7.51","137","104","80","37","0","8","18","9","9","0","0","4","19","20","28","76","26","333","266","55.59"
"376","Sean Kuraly","BOS","C","71","977.96666666667","8","13","8","5","21","77.78","134","5.97","9.25","209","163","111","41","16","14","38","16","14","2","0","14","32","34","129","91","35","286","245","53.86"
"478","Adam Pelech","NYI","D","78","1453.1","5","16","7","9","21","36.21","110","4.55","4.54","218","158","54","10","4","11","24","12","12","0","0","4","41","37","149","151","116","0","0","-"
"623","Brendan Perlini","ARI, CHI","L","68","788.91666666667","14","7","4","3","21","72.41","117","11.97","12.49","217","162","120","55","7","10","28","13","13","0","0","10","14","11","51","49","22","1","6","14.29"
"717","Austin Wagner","L.A","L","62","553.6","12","9","6","3","21","91.30","67","17.91","7.19","119","92","77","42","5","6","16","8","8","0","0","11","18","8","142","53","9","2","4","33.33"
"762","Markus Nutivaara","CBJ","D","80","1414.3833333333","5","16","9","7","21","33.87","99","5.05","4.57","179","132","44","12","1","10","6","3","3","0","0","10","23","25","80","78","61","0","0","-"
"1","Matt Cullen","PIT","C","71","817.18333333333","7","13","9","4","20","62.50","87","8.05","7.57","128","108","73","40","4","6","14","7","7","0","0","9","19","24","32","46","31","320","320","50.00"
"47","David Backes","BOS","R","70","912.71666666667","7","13","5","8","20","48.78","129","5.43","9.97","199","167","93","41","9","15","31","11","8","3","0","15","26","33","140","79","30","176","133","56.96"
"99","Ryan Reaves","VGK","R","80","868.75","9","11","7","4","20","58.82","95","9.47","11.6","160","127","113","72","1","13","74","19","12","4","3","14","11","37","305","89","24","40","54","42.55"
"115","Milan Lucic","EDM","L","79","1045.6333333333","6","14","10","4","20","48.78","74","8.11","9.68","170","126","106","52","3","15","91","29","23","3","3","13","34","27","259","79","22","25","20","55.56"
"276","Ben Chiarot","WPG","D","78","1452.0666666667","5","15","10","5","20","40.00","111","4.50","3.9","231","152","44","5","3","11","62","23","21","0","2","9","65","20","171","136","139","0","0","-"
"281","Nick Jensen","DET, WSH","D","80","1588.1666666667","2","18","9","9","20","32.79","94","2.13","3.81","192","130","47","9","2","9","21","9","8","1","0","16","61","27","82","216","105","0","0","-"
"289","Radko Gudas","PHI","D","77","1376.4","4","16","7","9","20","36.36","136","2.94","3.79","291","206","44","6","4","19","63","27","24","3","0","16","59","23","255","109","133","0","0","-"
"295","Oscar Lindberg","OTT, VGK","C, L","55","685.5","9","11","8","3","20","58.82","91","9.89","8.45","158","125","87","37","8","13","28","14","14","0","0","4","25","22","104","63","27","101","122","45.29"
"345","Jesper Fast","NYR","R","66","1037.55","8","12","4","8","20","54.05","80","10.00","10.97","120","99","94","67","5","8","26","13","13","0","0","16","24","25","120","97","47","7","13","35.00"
"369","Travis Boyd","WSH","C","53","520.9","5","15","9","6","20","71.43","35","14.29","4.06","77","58","57","23","2","4","6","3","3","0","0","6","15","14","13","66","21","76","134","36.19"
"410","Adam Larsson","EDM","D","82","1773.1","3","17","8","9","20","37.04","117","2.56","3.93","244","170","53","5","0","12","44","22","22","0","0","9","68","25","256","129","128","0","0","-"
"508","Ben Hutton","VAN","D","69","1542.55","5","15","5","10","20","37.04","114","4.39","4.37","255","156","62","7","5","10","43","16","14","1","1","8","30","27","55","120","102","0","0","-"
"517","Danny DeKeyser","DET","D","52","1142.3","5","15","12","3","20","40.00","59","8.47","2.98","132","87","39","8","2","5","39","18","17","1","0","10","30","14","79","92","94","0","0","-"
"519","Carter Rowney","ANA","C, R","62","778.16666666667","7","13","8","5","20","90.91","53","13.21","7.09","89","74","52","32","3","9","12","6","6","0","0","6","26","22","178","96","35","171","176","49.28"
"554","Adam Erne","T.B","L","65","685.63333333333","7","13","6","7","20","58.82","70","10.00","6.52","135","103","83","37","8","8","40","13","10","2","1","12","8","16","159","55","26","11","12","47.83"
"560","Robert Hagg","PHI","D","82","1389.5166666667","5","15","10","5","20","34.48","86","5.81","4.86","198","135","43","10","4","14","63","24","22","1","1","9","39","4","258","114","158","0","0","-"
"570","Zach Sanford","STL","L","60","754.73333333333","8","12","8","4","20","64.52","77","10.39","7.85","141","109","91","46","7","9","21","9","8","1","0","4","14","31","48","77","37","8","5","61.54"
"604","Jordan Oesterle","ARI","D","71","1341.6166666667","6","14","6","8","20","33.90","77","7.79","4.09","215","135","43","3","3","14","12","6","6","0","0","6","50","23","58","148","139","0","0","-"
"677","Ondrej Kase","ANA","R","30","469.73333333333","11","9","5","4","20","74.07","95","11.58","9","165","129","98","42","15","2","2","1","1","0","0","6","18","15","17","37","11","9","18","33.33"
"788","Jakob Chychrun","ARI","D","53","1073.5","5","15","5","10","20","43.48","117","4.27","8.09","255","186","81","25","5","17","28","14","14","0","0","9","38","20","74","92","77","0","0","-"
"23","Johnny Boychuk","NYI","D","74","1393.4","3","16","8","8","19","31.67","157","1.91","5.31","324","226","61","8","4","25","25","11","10","1","0","10","56","10","144","137","120","0","0","-"
"87","James Neal","CGY","L","63","942.36666666667","7","12","8","4","19","48.72","141","4.96","12.92","235","192","139","54","3","15","28","13","13","0","0","13","35","11","46","48","19","5","6","45.45"
"89","Justin Abdelkader","DET","L","71","1093.3166666667","6","13","6","7","19","57.58","95","6.32","10.5","159","135","94","55","3","11","38","16","14","2","0","15","40","9","185","66","34","52","51","50.49"
"174","Carl Hagelin","L.A, PIT, WSH","L","58","854.3","5","14","6","8","19","51.35","99","5.05","8.82","178","140","97","43","6","13","28","14","14","0","0","10","19","30","64","57","20","6","21","22.22"
"186","Zach Bogosian","BUF","D","65","1405.7333333333","3","16","6","10","19","33.93","93","3.23","3.47","181","124","42","10","4","8","52","20","16","4","0","7","46","17","83","41","116","0","0","-"
"204","Travis Hamonic","CGY","D","69","1439.7333333333","7","12","7","5","19","23.17","128","5.47","4.73","286","194","53","8","1","12","33","15","14","1","0","11","62","37","44","132","167","0","1","0.00"
"245","Magnus Paajarvi","OTT","L","80","1077.5","11","8","2","6","19","63.33","119","9.24","10.57","177","154","99","46","6","17","6","3","3","0","0","5","16","18","65","79","67","7","9","43.75"
"263","Marcus Foligno","MIN","L","82","981.55","7","12","7","5","19","65.52","91","7.69","9.52","152","125","86","50","2","17","55","20","15","5","0","16","13","31","206","81","43","13","15","46.43"
"322","Riley Sheahan","FLA, PIT","C","82","1103.85","9","10","5","5","19","55.88","110","8.18","12.2","164","144","106","54","14","9","17","7","6","1","0","14","23","49","72","129","44","360","328","52.33"
"323","Chris Wagner","BOS","R","76","1022.4","12","7","4","3","19","57.58","135","8.89","13.76","216","179","136","64","11","13","51","17","13","3","1","14","21","21","247","121","38","54","66","45.00"
"359","Brian Gibbons","ANA, OTT","C, L","64","699","8","11","8","3","19","65.52","50","16.00","4.78","92","73","52","31","5","3","20","10","10","0","0","12","23","26","40","64","29","13","25","34.21"
"392","Scott Mayfield","NYI","D","79","1480.0166666667","4","15","5","10","19","33.33","104","3.85","4.54","274","162","57","10","0","16","68","24","19","4","1","19","72","10","118","79","159","0","1","0.00"
"607","Garnet Hathaway","CGY","R","76","800.01666666667","11","8","2","6","19","61.29","77","14.29","8.56","136","108","90","44","8","5","56","21","18","2","1","28","29","23","200","101","36","7","8","46.67"
"687","Rasmus Andersson","CGY","D","79","1267.1166666667","2","17","6","11","19","29.69","115","1.74","3.74","222","148","30","6","5","9","23","6","4","1","1","12","45","24","52","98","83","0","0","-"
"861","David Kampf","CHI","C","63","876.98333333333","4","15","10","5","19","70.37","72","5.56","6.81","124","97","77","39","3","6","14","6","6","0","0","10","6","31","39","89","30","276","333","45.32"
"64","Blake Comeau","DAL","L","77","1210.9333333333","7","11","5","6","18","58.06","102","6.86","9.89","178","139","105","48","12","17","42","21","21","0","0","17","36","39","208","84","40","25","32","43.86"
"173","Alec Martinez","L.A","D","60","1281.7833333333","4","14","6","8","18","33.96","78","5.13","4.22","170","113","54","11","3","11","8","4","4","0","0","4","70","12","78","79","135","0","0","-"
"197","Tyler Ennis","TOR","C, L","51","506.9","12","6","5","1","18","81.82","81","14.81","9.01","123","108","78","37","3","4","2","1","1","0","0","7","21","19","49","65","14","1","0","100.00"
"258","Brandon Pirri","VGK","C","31","447.86666666667","12","6","4","2","18","66.67","82","14.63","8.54","143","113","83","34","3","6","6","3","3","0","0","7","11","14","29","34","13","15","19","44.12"
"416","Jonas Brodin","MIN","D","82","1684.55","4","14","6","8","18","36.73","111","3.60","4.26","211","142","46","10","8","11","30","15","15","0","0","10","20","29","61","105","135","0","0","-"
"458","Zemgus Girgensons","BUF","C","72","980.01666666667","5","13","6","7","18","69.23","78","6.41","7.21","132","112","72","43","2","5","17","7","6","1","0","12","11","21","144","106","29","28","41","40.58"
"468","Matt Grzelcyk","BOS","D","66","1262.65","3","15","7","8","18","31.03","90","3.33","3.72","183","135","31","3","2","9","68","23","19","2","2","8","39","28","46","99","60","0","0","-"
"477","Jujhar Khaira","EDM","L","60","754.01666666667","3","15","11","4","18","69.23","64","4.69","5.96","106","84","72","33","5","5","43","13","9","3","1","10","26","22","123","83","33","55","71","43.65"
"521","Michael Raffl","PHI","L","67","764.83333333333","6","12","6","6","18","58.06","65","9.23","6.46","124","94","72","28","7","9","32","16","16","0","0","9","20","28","96","97","29","14","20","41.18"
"602","Ryan Carpenter","VGK","C","68","857.28333333333","5","13","5","8","18","56.25","102","4.90","10.26","175","141","110","54","6","7","8","4","4","0","0","7","17","30","126","116","17","161","145","52.61"
"663","Devon Toews","NYI","D","48","858.98333333333","5","13","8","5","18","51.43","81","6.17","4.1","156","105","39","11","2","11","4","2","2","0","0","3","28","14","24","34","30","0","1","0.00"
"707","Christian Fischer","ARI","R","71","935.03333333333","11","7","4","3","18","58.06","116","9.48","11.19","194","154","121","66","13","13","27","12","11","1","0","12","12","12","124","117","19","2","5","28.57"
"739","Austin Czarnik","CGY","C","54","611.96666666667","6","12","6","6","18","69.23","65","9.23","7.57","121","92","78","24","7","5","8","4","4","0","0","10","15","24","10","52","24","30","34","46.88"
"754","Conor Garland","ARI","R","47","601.13333333333","13","5","0","5","18","60.00","118","11.02","9.59","179","153","93","42","5","8","12","6","6","0","0","6","10","25","33","78","17","10","8","55.56"
"806","Henrik Borgstrom","FLA","C","50","600.15","8","10","1","9","18","62.07","54","14.81","4.55","90","72","52","22","1","2","4","2","2","0","0","2","25","21","11","40","12","165","240","40.74"
"838","Michael Rasmussen","DET","C","62","748.71666666667","8","10","6","4","18","54.55","74","10.81","10.42","131","107","91","53","3","15","29","13","12","1","0","11","29","12","84","84","28","23","41","35.94"
"22","Jay Bouwmeester","STL","D","78","1616.9833333333","3","14","10","4","17","34.69","82","3.66","3.67","168","113","45","13","4","7","40","20","20","0","0","1","42","25","61","100","127","0","0","-"
"71","Ryan Callahan","T.B","R","52","579.23333333333","7","10","8","2","17","62.96","76","9.21","7.07","111","96","68","35","5","9","14","7","7","0","0","7","8","22","89","39","25","6","15","28.57"
"85","Andrew Cogliano","ANA, DAL","C, L","78","982.08333333333","6","11","8","3","17","68.00","106","5.66","10.74","172","143","103","53","8","13","22","10","10","0","0","16","32","22","68","59","32","11","18","37.93"
"98","Darren Helm","DET","L","61","889.15","7","10","8","2","17","60.71","107","6.54","9.2","191","145","93","32","12","12","20","10","10","0","0","11","30","33","50","56","26","16","20","44.44"
"100","Anton Stralman","T.B","D","47","964.58333333333","2","15","5","10","17","35.42","57","3.51","2.01","121","78","25","4","1","10","8","4","4","0","0","2","16","25","59","68","71","0","0","-"
"264","Sami Vatanen","N.J","D","50","1086.4166666667","4","13","9","4","17","36.96","107","3.74","4.83","204","137","38","6","3","10","22","11","11","0","0","14","36","16","68","60","77","0","0","-"
"405","Scott Harrington","CBJ","D","73","952.48333333333","2","15","6","9","17","42.50","54","3.70","3.09","112","85","30","9","5","6","23","10","9","1","0","7","18","9","73","103","81","0","0","-"
"435","Barclay Goodrow","S.J","R","82","902.73333333333","7","10","3","7","17","50.00","84","8.33","7.28","145","120","84","35","10","8","76","21","13","6","2","15","17","35","125","107","68","296","255","53.72"
